State name,District name,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Households,Rural_Households,Urban_Households,Housholds_with_Electric_Lighting,LPG_or_PNG_Households,Households_with_Internet,Households_with_Computer,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Car_Jeep_Van,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Male_percentage,Female_percentage,Sex_ratio,Male_literacy_percent,Female_literacy_percent
ORISSA,SUNDARGARH,374,2093437,1061147,1032290,1342322,750147,592175,618062,387911,230151,223537,77581,12787,35024,164585,214427,14641,1532352,71391,385011,5713,710,721,89986,51.0,49.0,97.0,56.0,44.0
ORISSA,KENDUJHAR,375,1801733,906487,895246,1052518,605119,447399,574298,490634,83664,121830,30240,2622,13167,74858,134123,7608,1752694,27752,9141,2177,209,131,7372,50.0,50.0,99.0,57.0,43.0
ORISSA,MAYURBHANJ,376,2519738,1256213,1263525,1369397,794171,575226,753589,689110,64479,140189,29031,2950,17999,83167,166662,6279,2113079,33706,15008,661,162,109,351714,50.0,50.0,101.0,58.0,42.0
ORISSA,BALASORE,377,2320529,1185787,1134742,1621232,902359,718873,683594,601154,82440,296834,36478,7370,28289,161266,256167,8591,2197709,94254,6434,237,111,201,18345,51.0,49.0,96.0,56.0,44.0
ORISSA,BHADRAK,378,1506337,760260,746077,1094140,596269,497871,428106,373862,54244,164636,15864,2637,15609,86821,165031,3670,1398543,104202,745,169,81,111,61,50.0,50.0,98.0,54.0,46.0
ORISSA,KENDRAPARA,379,1440361,717814,722547,1089265,579970,509295,438243,414749,23494,173107,15879,1628,11836,96234,172218,2686,1386792,50247,1423,169,62,52,24,50.0,50.0,101.0,53.0,47.0
ORISSA,JAGATSINGHPUR,380,1136971,577865,559106,889027,481049,407978,352732,309685,43047,139646,20225,3199,13312,87312,150044,4349,1086140,46929,1604,206,74,58,63,51.0,49.0,97.0,54.0,46.0
ORISSA,CUTTACK,381,2624470,1352760,1271710,2011469,1103033,908436,790297,579529,210768,349587,103177,15046,40589,236867,298570,15494,2457729,141263,11985,1026,6276,1180,168,52.0,48.0,94.0,55.0,45.0
ORISSA,JAJPUR,382,1827192,926034,901158,1290455,706396,584059,541139,495611,45528,192249,25969,3831,17922,106545,174831,5921,1725595,93642,1623,470,58,100,3073,51.0,49.0,97.0,55.0,45.0
ORISSA,DHENKANAL,383,1192811,612593,580218,829910,464093,365817,352369,315390,36979,117172,19846,1810,10600,66148,98136,3533,1185542,4805,727,124,366,39,139,51.0,49.0,95.0,56.0,44.0
ORISSA,ANGUL,384,1273821,655718,618103,869456,494425,375031,414587,340410,74177,131916,27099,5564,15658,77495,117477,9449,1258684,7512,3383,812,226,36,971,51.0,49.0,94.0,57.0,43.0
ORISSA,NAYAGARH,385,962789,502636,460153,688362,392333,296029,288334,261646,26688,124984,11159,1163,8278,50425,88288,2270,955754,5278,383,107,33,24,12,52.0,48.0,92.0,57.0,43.0
ORISSA,KHORDHA,386,2251673,1167137,1084536,1749936,957515,792421,688729,331834,356895,349860,160277,35701,75588,253754,324544,33514,2147632,84060,12527,1264,475,476,434,52.0,48.0,93.0,55.0,45.0
ORISSA,PURI,387,1698730,865380,833350,1291939,704857,587082,474224,402014,72210,201605,33331,3416,16006,118112,178144,4693,1644905,46094,4239,193,243,94,302,51.0,49.0,96.0,55.0,45.0
ORISSA,GANJAM,388,3529031,1779218,1749813,2210050,1262652,947398,1015394,795476,219918,405298,120191,9049,41059,257515,368877,9066,3486059,13315,23975,590,174,170,76,50.0,50.0,98.0,57.0,43.0
ORISSA,GAJAPATI,389,577817,282882,294935,262537,153663,108874,175145,152095,23050,63112,12035,635,5523,23672,34820,656,353160,1556,219482,53,2180,66,4,49.0,51.0,104.0,59.0,41.0
ORISSA,KANDHAMAL,390,733110,359945,373165,399786,233900,165886,242935,218446,24489,28736,6938,768,6609,19477,37068,1278,580300,2138,148895,82,290,47,23,49.0,51.0,104.0,59.0,41.0
ORISSA,BOUDH,391,441162,221625,219537,271612,158648,112964,137954,131377,6577,19191,3105,245,3430,13253,24261,755,438152,1007,522,24,5,11,7,50.0,50.0,99.0,58.0,42.0
ORISSA,SUBARNAPUR,392,610183,311312,298871,398421,230393,168028,193502,176927,16575,50028,5168,708,4289,31103,43134,1332,605225,1566,2374,58,46,17,6,51.0,49.0,96.0,58.0,42.0
ORISSA,BALANGIR,393,1648997,830097,818900,927260,545672,381588,538962,476770,62192,123446,21268,3286,17274,83505,125574,4629,1618175,7811,16271,565,467,2225,141,50.0,50.0,99.0,59.0,41.0
ORISSA,NUAPADA,394,610382,301962,308420,299383,180903,118480,209127,197258,11869,43976,6414,757,4221,21975,38600,1346,601092,4952,1778,724,76,905,22,49.0,51.0,102.0,60.0,40.0
ORISSA,KALAHANDI,395,1576869,787101,789768,802036,484177,317859,494748,456336,38412,91171,17610,1953,12622,58571,95057,3547,1555367,4975,11160,796,175,1225,220,50.0,50.0,100.0,60.0,40.0
ORISSA,RAYAGADA,396,967911,471960,495951,407735,241959,165776,286548,237343,49205,61543,24924,1553,9166,42998,56834,2090,874445,4607,84916,219,249,123,44,49.0,51.0,105.0,59.0,41.0
ORISSA,NABARANGAPUR,397,1220946,604812,616134,470379,286984,183395,372264,342840,29424,34570,9347,1324,8128,23582,56803,2030,1178005,6753,32152,169,189,325,54,50.0,50.0,102.0,61.0,39.0
ORISSA,KORAPUT,398,1379647,678809,700838,568090,340843,227247,460128,381789,78339,85766,39631,3988,17294,60021,87649,6922,1294151,8850,68550,518,219,491,3384,49.0,51.0,103.0,60.0,40.0
ORISSA,MALKANGIRI,399,613192,303624,309568,244706,147001,97705,183723,167884,15839,24604,4738,448,3908,16397,26853,820,600219,1871,10039,213,43,195,35,50.0,50.0,102.0,60.0,40.0
CHHATTISGARH,KORIYA,400,658917,334737,324180,397823,229923,167900,181615,121852,59763,80023,25605,1667,7609,38765,50432,3402,604259,25878,9398,1391,84,1155,15474,51.0,49.0,97.0,58.0,42.0
CHHATTISGARH,SURGUJA,401,2359886,1193129,1166757,1187941,694686,493255,590763,525596,65167,253131,29433,2737,18983,74614,118767,8096,2126195,81442,97432,2303,1287,623,48295,51.0,49.0,98.0,58.0,42.0
CHHATTISGARH,JASHPUR,402,851669,424747,426922,495415,280656,214759,226392,205670,20722,76783,6628,567,5755,20512,35940,2442,629509,15336,189588,474,467,694,14835,50.0,50.0,101.0,57.0,43.0
CHHATTISGARH,RAIGARH,403,1493984,750278,743706,951639,542756,408883,420916,354278,66638,297308,27771,3342,13857,98784,96724,5979,1422986,17332,47653,2117,781,409,1782,50.0,50.0,99.0,57.0,43.0
CHHATTISGARH,KORBA,404,1206640,612915,593725,748759,433391,315368,332653,206598,126055,202380,43357,4544,18004,95963,90312,8677,1133176,30195,21059,3666,897,753,15649,51.0,49.0,97.0,58.0,42.0
CHHATTISGARH,JANJGIR CHAMPA,405,1619707,815717,803990,1019634,593679,425955,440773,379583,61190,339090,19129,1706,10833,126788,109908,3976,1597089,14173,2926,635,556,707,2220,50.0,50.0,99.0,58.0,42.0
CHHATTISGARH,BILASPUR,406,2663629,1351574,1312055,1596560,932474,664086,737806,549632,188174,519704,77727,8566,30892,193337,177334,13137,2540763,57973,20745,6373,2979,2357,29122,51.0,49.0,97.0,58.0,42.0
CHHATTISGARH,KABEERDHAM,407,822526,412058,410468,414167,248503,165664,211179,187311,23868,150649,6375,682,2962,36347,42291,1496,776013,12206,980,924,433,1167,30222,50.0,50.0,100.0,60.0,40.0
CHHATTISGARH,RAJNANDGAON,408,1537133,762855,774278,1008379,561355,447024,390132,313604,76528,275501,26486,2111,11790,106198,102053,4613,1399658,23648,5193,3761,28541,8187,67444,50.0,50.0,101.0,56.0,44.0
CHHATTISGARH,DURG,409,3343872,1682101,1661771,2303378,1284612,1018766,883189,533448,349741,614109,129193,16141,51289,343369,315664,28840,3129745,83499,24304,24276,19587,17209,42569,50.0,50.0,99.0,56.0,44.0
CHHATTISGARH,RAIPUR,410,4063872,2048186,2015686,2629749,1493158,1136591,1068500,673499,395001,728556,166505,20261,59523,378113,340237,30572,3881485,103038,23181,16707,8397,17137,10680,50.0,50.0,98.0,57.0,43.0
CHHATTISGARH,MAHASAMUND,411,1032754,511967,520787,637963,364089,273874,310567,274793,35774,212487,13200,961,5614,68012,65540,3546,1008061,12570,5284,2941,521,1495,1417,50.0,50.0,102.0,57.0,43.0
CHHATTISGARH,DHAMTARI,412,799781,397897,401884,546833,303924,242909,210481,168689,41792,148926,14568,1016,4804,67737,55660,3069,777188,10425,2644,1196,667,3612,3685,50.0,50.0,101.0,56.0,44.0
CHHATTISGARH,UTTAR BASTAR KANKER,413,748941,373338,375603,456042,258298,197744,194069,169191,24878,110208,7736,579,4084,37017,36065,1932,627460,6040,4007,552,2213,1071,105869,50.0,50.0,101.0,57.0,43.0
CHHATTISGARH,BASTAR,414,1413199,698487,714712,650863,382335,268528,371319,316425,54894,157646,22075,1782,9042,50155,58619,4227,1277975,12413,27951,2099,985,3466,86925,49.0,51.0,102.0,59.0,41.0
CHHATTISGARH,NARAYANPUR,415,139820,70104,69716,56621,33449,23172,33095,26916,6179,9316,1384,86,589,4126,4069,196,129161,776,600,96,71,409,8542,50.0,50.0,99.0,59.0,41.0
CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,416,533638,264142,269496,191237,116529,74708,137849,106545,31304,43608,10406,955,3879,16799,21606,1827,513915,6437,4888,457,352,1044,6071,49.0,51.0,102.0,61.0,39.0
CHHATTISGARH,BIJAPUR,417,255230,128663,126567,86919,54076,32843,58391,50449,7942,12516,1022,117,1462,4215,5033,305,245151,1617,2709,68,1649,15,3793,50.0,50.0,98.0,62.0,38.0
MADHYA PRADESH,SHEOPUR,418,687861,361784,326077,328025,208201,119824,176522,150146,26376,74770,11701,273,5393,29266,57366,1634,638702,41396,230,6387,201,379,40,53.0,47.0,90.0,63.0,37.0
MADHYA PRADESH,MORENA,419,1965970,1068417,897553,1179685,747652,432033,414586,319298,95288,131486,45113,1781,20172,89156,195957,5829,1875495,76159,1092,557,3234,6681,92,54.0,46.0,84.0,63.0,37.0
MADHYA PRADESH,BHIND,420,1703005,926843,776162,1094917,676513,418404,359596,271211,88385,107819,32268,1166,14368,75539,177168,4463,1595400,66776,973,4047,12215,19950,73,54.0,46.0,84.0,62.0,38.0
MADHYA PRADESH,GWALIOR,421,2032036,1090327,941709,1357210,803114,554096,444892,172720,272172,306859,165061,15779,46454,232840,253163,21313,1835299,141735,4119,24790,4361,18058,217,54.0,46.0,86.0,59.0,41.0
MADHYA PRADESH,DATIA,422,786754,420157,366597,491445,303815,187630,203854,160453,43401,97696,17555,616,5251,55966,89056,2897,747693,28483,683,490,7923,453,10,53.0,47.0,87.0,62.0,38.0
MADHYA PRADESH,SHIVPURI,423,1726050,919795,806255,900846,573242,327604,434618,367859,66759,148128,35706,1852,15304,71501,148509,5417,1648749,51200,1117,7151,3421,12171,72,53.0,47.0,88.0,64.0,36.0
MADHYA PRADESH,TIKAMGARH,424,1445166,760355,684811,747940,459353,288587,382992,322772,60220,132725,21489,1090,10899,62828,140118,4139,1383475,44143,588,251,109,15569,39,53.0,47.0,90.0,61.0,39.0
MADHYA PRADESH,CHHATARPUR,425,1762375,936121,826254,943033,572010,371023,470917,375869,95048,176056,36506,1880,15567,82967,180063,6206,1676918,70351,1980,968,250,10409,102,53.0,47.0,88.0,61.0,39.0
MADHYA PRADESH,PANNA,426,1016520,533480,483040,552559,332140,220419,288923,256744,32179,76097,13285,653,8501,30800,82991,2219,974748,35214,418,186,37,4734,218,52.0,48.0,91.0,60.0,40.0
MADHYA PRADESH,SAGAR,427,2378458,1256257,1122201,1545719,908607,637112,613915,448408,165507,366494,68482,4546,24811,160622,213013,11291,2198297,103480,5580,4146,991,62992,168,53.0,47.0,89.0,59.0,41.0
MADHYA PRADESH,DAMOH,428,1264219,661873,602346,747715,445737,301978,369901,303387,66514,187731,23270,1432,10504,66044,104780,3031,1186420,47966,1681,1096,119,25005,82,52.0,48.0,91.0,60.0,40.0
MADHYA PRADESH,SATNA,429,2228935,1157495,1071440,1371781,801051,570730,576004,461831,114173,294702,55196,3754,22751,117176,212078,9401,2158623,59471,2228,1163,364,3135,1689,52.0,48.0,93.0,58.0,42.0
MADHYA PRADESH,REWA,430,2365106,1225100,1140006,1441757,845572,596185,618399,523910,94489,251132,45180,3406,31194,109351,237937,11833,2268838,85414,1964,832,986,655,232,52.0,48.0,93.0,59.0,41.0
MADHYA PRADESH,UMARIA,431,644758,330674,314084,356672,210907,145765,168066,138100,29966,67975,12713,839,6360,22502,39260,1873,620515,15966,667,190,70,220,6028,51.0,49.0,95.0,59.0,41.0
MADHYA PRADESH,NEEMUCH,432,826067,422653,403414,508834,307889,200945,242197,174235,67962,145258,34666,1945,8342,73279,105328,4498,741288,67324,1508,1110,224,14165,115,51.0,49.0,95.0,61.0,39.0
MADHYA PRADESH,MANDSAUR,433,1340411,682851,657560,834591,502898,331693,384119,302287,81832,239885,47723,2324,12507,109904,166980,5435,1192588,125548,1120,849,242,19029,77,51.0,49.0,96.0,60.0,40.0
MADHYA PRADESH,RATLAM,434,1455069,738241,716828,825880,485090,340790,373867,266716,107151,213825,67830,3644,14905,107463,146318,5757,1267043,151071,3996,1353,175,29353,123,51.0,49.0,97.0,59.0,41.0
MADHYA PRADESH,UJJAIN,435,1986864,1016289,970575,1240990,730817,510173,489449,300765,188684,323379,123526,7501,27733,181659,248508,12167,1718204,233133,4659,3241,945,24622,211,51.0,49.0,96.0,59.0,41.0
MADHYA PRADESH,SHAJAPUR,436,1512681,780520,732161,894612,543509,351103,386608,312611,73997,232735,32204,1382,10797,88946,160720,4200,1321003,174724,815,631,179,13755,66,52.0,48.0,94.0,61.0,39.0
MADHYA PRADESH,DEWAS,437,1563715,805359,758356,925369,550716,374653,376009,274995,101014,270457,59521,3518,16523,124826,168269,9017,1376591,174259,2355,2330,382,6497,72,52.0,48.0,94.0,60.0,40.0
MADHYA PRADESH,DHAR,438,2185793,1112725,1073068,1077338,638479,438859,515712,412348,103364,349639,75637,2388,18626,123750,183741,8080,2051219,116202,2261,1607,328,12199,88,51.0,49.0,96.0,59.0,41.0
MADHYA PRADESH,INDORE,439,3276697,1699627,1577070,2309130,1289631,1019499,788318,200371,587947,593576,417170,48691,111478,464337,479762,64865,2728225,415142,18523,25696,11496,71667,720,52.0,48.0,93.0,56.0,44.0
MADHYA PRADESH,KHARGONE,440,1873046,953121,919925,986234,575428,410806,460163,383543,76620,304291,51538,2162,14189,111950,146889,4992,1725441,135085,2075,2896,284,6028,89,51.0,49.0,97.0,58.0,42.0
MADHYA PRADESH,BARWANI,441,1385881,699340,686541,549926,313642,236284,299270,250358,48912,181139,30115,1158,8516,48847,70169,3102,1318869,58222,2967,2361,416,2289,263,50.0,50.0,98.0,57.0,43.0
MADHYA PRADESH,RAJGARH,442,1545814,790212,755602,804245,488797,315448,401717,331894,69823,231130,30688,1611,12718,76942,150010,4185,1433879,106928,1243,460,121,1599,50,51.0,49.0,96.0,61.0,39.0
MADHYA PRADESH,VIDISHA,443,1458875,769568,689307,862918,512344,350574,376409,292579,83830,181510,41617,1926,12888,96565,150643,5682,1287391,149548,1313,914,295,18490,70,53.0,47.0,90.0,59.0,41.0
MADHYA PRADESH,BHOPAL,444,2371061,1236130,1134931,1660690,920314,740376,700719,118893,581826,452912,281442,40788,94729,339750,353909,60383,1755861,525434,23432,10789,21688,25950,335,52.0,48.0,92.0,55.0,45.0
MADHYA PRADESH,SEHORE,445,1311332,683743,627589,780362,469208,311154,329647,270427,59220,212138,30868,1566,11166,100011,141356,6041,1163607,137980,1404,640,357,6232,66,52.0,48.0,92.0,60.0,40.0
MADHYA PRADESH,RAISEN,446,1331597,700358,631239,820220,479093,341127,325713,251272,74441,194373,34499,1141,9931,87258,133315,6017,1195235,120331,1725,2262,253,10637,190,53.0,47.0,90.0,58.0,42.0
MADHYA PRADESH,BETUL,447,1575362,799236,776126,939769,529783,409986,406649,318945,87704,230974,45270,2109,13755,94586,121106,5740,1505745,37590,3271,1078,9651,3759,13048,51.0,49.0,97.0,56.0,44.0
MADHYA PRADESH,HARDA,448,570465,294838,275627,352550,203807,148743,144559,112714,31845,95066,22174,986,5376,45661,63615,3556,527462,38640,683,676,93,1573,55,52.0,48.0,93.0,58.0,42.0
MADHYA PRADESH,HOSHANGABAD,449,1241350,648725,592625,810644,469199,341445,315396,209650,105746,198076,61415,2871,14456,112371,138517,7335,1175203,52269,4453,3127,1550,3888,107,52.0,48.0,91.0,58.0,42.0
MADHYA PRADESH,KATNI,450,1292042,662013,630029,790773,460583,330190,349031,276151,72880,172416,38086,2179,13094,76207,100862,3958,1240650,37232,3158,1167,157,5342,2643,51.0,49.0,95.0,58.0,42.0
MADHYA PRADESH,JABALPUR,451,2463289,1277278,1186011,1756468,980307,776161,624761,272284,352477,452023,192581,20443,58601,285248,274726,26487,2159065,203652,23142,13256,4320,33728,21010,52.0,48.0,93.0,56.0,44.0
MADHYA PRADESH,NARSINGHPUR,452,1091854,568810,523044,718785,413491,305294,283718,230659,53059,172144,28462,1603,9751,71602,90668,4664,1038628,39048,914,997,262,8125,2873,52.0,48.0,92.0,58.0,42.0
MADHYA PRADESH,DINDORI,453,704524,351913,352611,378714,222759,155955,227795,218021,9774,62372,4576,554,6447,13765,25956,1291,605435,6736,4238,260,61,687,84006,50.0,50.0,100.0,59.0,41.0
MADHYA PRADESH,MANDLA,454,1054905,525272,529633,604962,348033,256929,316932,279674,37258,143803,18413,912,9042,40591,51683,2246,849518,16558,12450,436,297,1789,170533,50.0,50.0,101.0,58.0,42.0
MADHYA PRADESH,CHHINDWARA,455,2090922,1064468,1026454,1294198,731294,562904,553944,413142,140802,344875,73284,3588,20034,138316,150476,8235,1923920,100692,4893,2258,24471,7830,25771,51.0,49.0,96.0,57.0,43.0
MADHYA PRADESH,SEONI,456,1379131,695879,683252,864194,485341,378853,382587,335045,47542,228695,26893,1182,10417,66919,84804,4048,1145052,79739,1857,360,7288,4982,135315,50.0,50.0,98.0,56.0,44.0
MADHYA PRADESH,BALAGHAT,457,1701698,842178,859520,1147623,626468,521155,470867,400074,70793,277927,27283,1712,13306,82475,100910,4045,1519384,38542,5295,1050,72162,4778,58064,49.0,51.0,102.0,55.0,45.0
MADHYA PRADESH,GUNA,458,1241519,649362,592157,653980,400537,253443,285085,212765,72320,144248,34184,2482,11740,80642,120895,5968,1172248,49203,1208,3271,529,13474,52,52.0,48.0,91.0,61.0,39.0
MADHYA PRADESH,ASHOKNAGAR,459,845071,443837,401234,469109,290304,178805,206741,169606,37135,84720,15886,619,6016,42898,81251,2373,778214,40707,635,8009,1352,15094,27,53.0,47.0,90.0,62.0,38.0
MADHYA PRADESH,SHAHDOL,460,1066063,540021,526042,604194,348761,255433,291440,233594,57846,113184,24255,1733,10817,45685,72253,3819,997073,42426,2372,912,268,1737,19448,51.0,49.0,97.0,58.0,42.0
MADHYA PRADESH,ANUPPUR,461,749237,379114,370123,436595,254120,182475,207713,147388,60325,81338,23388,1290,7266,41067,57032,2895,686524,21473,2132,606,86,1653,35434,51.0,49.0,98.0,58.0,42.0
MADHYA PRADESH,SIDHI,462,1127033,575912,551121,600785,353030,247755,276869,250953,25916,102228,9569,837,10790,26502,82709,3320,1077545,34419,511,128,92,93,12556,51.0,49.0,96.0,59.0,41.0
MADHYA PRADESH,SINGRAULI,463,1178273,613637,564636,585054,359923,225131,287325,228732,58593,73091,22141,2627,13939,34162,81892,6599,1118998,46574,2332,1422,338,182,6139,52.0,48.0,92.0,62.0,38.0
MADHYA PRADESH,JHABUA,464,1025048,515023,510025,352081,214582,137499,235793,211080,24713,125411,16683,744,5591,22470,60130,2215,960925,15733,38423,141,65,8871,388,50.0,50.0,99.0,61.0,39.0
MADHYA PRADESH,ALIRAJPUR,465,728999,362542,366457,209754,120905,88849,150528,135866,14662,81006,9021,297,5126,11262,33439,1174,705060,17660,4600,65,36,780,271,50.0,50.0,101.0,58.0,42.0
MADHYA PRADESH,KHANDWA,466,1310061,674329,635732,731615,432259,299356,329088,265663,63425,202710,40893,1907,10404,78218,100376,3697,1182330,116277,2800,1726,1425,3856,158,51.0,49.0,94.0,59.0,41.0
MADHYA PRADESH,BURHANPUR,467,757847,388504,369343,408679,233073,175606,178840,115979,62861,112420,40478,986,5058,58527,55999,2142,552526,180840,1199,1074,19883,1884,99,51.0,49.0,95.0,57.0,43.0
GUJARAT,KUTCH,468,2092371,1096737,995634,1252319,739239,513080,739275,488293,250982,403294,140067,9631,31961,250397,339331,28788,1608921,442355,6192,6353,490,25312,98,52.0,48.0,91.0,59.0,41.0
GUJARAT,BANASKANTHA,469,3120506,1610379,1510127,1704923,1048402,656521,804197,666773,137424,396873,84832,3424,23149,144792,369986,22723,2890305,213505,1686,486,281,12659,83,52.0,48.0,94.0,61.0,39.0
GUJARAT,PATAN,470,1343734,694397,649337,837913,494631,343282,404138,301483,102655,223424,66310,2231,12870,108006,176829,7802,1194745,142797,916,337,66,3602,66,52.0,48.0,94.0,59.0,41.0
GUJARAT,MEHSANA,471,2035064,1056520,978544,1502645,847499,655146,659743,476005,183738,385609,180985,7759,33731,245131,301436,25163,1885732,136431,1954,1082,146,7087,88,52.0,48.0,93.0,56.0,44.0
GUJARAT,SABARKANTHA,472,2428589,1244231,1184358,1578734,918625,660109,665533,544024,121509,438606,99037,5262,25425,180909,269423,22379,2260560,148563,6375,614,168,11110,52,51.0,49.0,95.0,58.0,42.0
GUJARAT,GANDHINAGAR,473,1391753,723864,667889,1030494,582686,447808,433258,237624,195634,262539,132683,12107,33662,178594,204833,26385,1319586,57273,3237,1985,497,6405,82,52.0,48.0,92.0,57.0,43.0
GUJARAT,AHMEDABAD,474,7214225,3788051,3426174,5435760,3025463,2410297,2198552,353169,1845383,1456046,965017,126341,273651,1159650,1196482,174812,6042416,883238,50754,14542,4518,209287,2055,53.0,47.0,90.0,56.0,44.0
GUJARAT,SURENDRANAGAR,475,1756268,909917,846351,1093626,643221,450405,500598,340788,159810,302068,77857,2975,15309,177591,246026,10088,1620282,109681,1419,512,312,22992,128,52.0,48.0,93.0,59.0,41.0
GUJARAT,RAJKOT,476,3804558,1974445,1830113,2725056,1514075,1210981,1181006,459474,721532,747352,362140,21785,67370,571843,651936,55289,3397406,361388,5478,1918,1170,33591,269,52.0,48.0,93.0,56.0,44.0
GUJARAT,JAMNAGAR,477,2160119,1114192,1045927,1396534,795140,601394,646325,347158,299167,386538,142974,11573,30384,270555,331968,20471,1810443,320805,4392,1873,1086,18856,136,52.0,48.0,94.0,57.0,43.0
GUJARAT,PORBANDAR,478,585449,300209,285240,393678,221621,172057,183572,96015,87557,117040,41686,1653,5639,80820,92715,4395,549749,33565,500,248,91,515,38,51.0,49.0,95.0,56.0,44.0
GUJARAT,JUNAGADH,479,2743082,1404356,1338726,1842818,1046981,795837,776743,489237,287506,498326,144561,6628,26991,318954,406578,17447,2397056,334858,2586,1110,1291,3841,77,51.0,49.0,95.0,57.0,43.0
GUJARAT,AMRELI,480,1514190,771049,743141,995459,558180,437279,430613,313714,116899,273331,80378,2538,12765,164282,222389,10236,1410463,99105,919,415,243,2053,40,51.0,49.0,96.0,56.0,44.0
GUJARAT,BHAVNAGAR,481,2880365,1490201,1390164,1887255,1087371,799884,744077,387251,356826,500757,171327,7297,28925,293361,400446,17517,2632574,212863,3457,1410,445,26974,127,52.0,48.0,93.0,58.0,42.0
GUJARAT,ANAND,482,2092745,1087224,1005521,1551253,874481,676772,621987,413078,208909,378310,147122,9902,32523,203467,244185,19352,1798794,250919,29789,1524,267,8591,142,52.0,48.0,92.0,56.0,44.0
GUJARAT,KHEDA,483,2299885,1185727,1114158,1660243,942480,717763,622026,461479,160547,372226,99982,5710,24502,171342,218734,12788,2000884,264482,26629,1403,300,3479,82,52.0,48.0,94.0,57.0,43.0
GUJARAT,PANCHMAHAL,484,2390776,1226961,1163815,1440805,858054,582751,567601,463363,104238,398937,59096,3456,19753,90896,214889,9656,2220974,158513,2863,662,337,5236,131,51.0,49.0,95.0,60.0,40.0
GUJARAT,DAHOD,485,2127086,1068651,1058435,1007171,599035,408136,376504,323697,52807,241117,28030,1733,13497,41178,152144,5222,2045243,66353,9907,493,260,3331,114,50.0,50.0,99.0,59.0,41.0
GUJARAT,VADODARA,486,4165626,2153736,2011890,2893080,1614087,1278993,1240425,547454,692971,798277,411734,53606,117818,497049,583926,72630,3713941,384579,23813,9340,2069,27650,1124,52.0,48.0,93.0,56.0,44.0
GUJARAT,NARMADA,487,590297,301086,289211,370336,211767,158569,160369,138121,22248,101940,12997,576,4081,31194,43827,2442,559848,22600,4413,147,80,373,2078,51.0,49.0,96.0,57.0,43.0
GUJARAT,BHARUCH,488,1551019,805707,745312,1118276,623047,495229,481996,300677,181319,309091,121542,10257,29531,178535,215142,21579,1188204,343511,9494,1733,442,4813,342,52.0,48.0,93.0,56.0,44.0
GUJARAT,DANG,489,228291,113821,114470,140968,77314,63654,59618,52102,7516,29794,2029,137,1393,9262,11148,991,203545,3593,20029,69,32,39,560,50.0,50.0,101.0,55.0,45.0
GUJARAT,NAVSARI,490,1329672,678165,651507,1001909,539471,462438,409156,267739,141417,267679,114620,6726,24397,153431,191691,18669,1225087,78669,5733,2459,601,13386,2823,51.0,49.0,96.0,54.0,46.0
GUJARAT,VALSAD,491,1705678,887222,818456,1170657,655528,515129,498391,262410,235981,329218,137209,11020,31285,188248,242422,23938,1571147,94034,19661,1589,913,13809,1417,52.0,48.0,92.0,56.0,44.0
GUJARAT,SURAT,492,6081322,3402224,2679098,4571410,2687468,1883942,1899838,369840,1529998,1252452,815423,55694,149331,788447,995637,106983,5260193,660772,21052,5703,12902,112835,3920,56.0,44.0,79.0,59.0,41.0
GUJARAT,TAPI,493,807022,402188,404834,490036,269007,221029,218489,192272,26217,142370,27759,1601,7567,52359,75676,5534,725890,22309,52930,239,1476,1828,408,50.0,50.0,101.0,55.0,45.0
DAMAN AND DIU,DIU,494,52074,25642,26432,38058,20327,17731,18850,9788,9062,10575,6177,368,1055,8405,9001,398,48613,3190,202,3,1,43,0,49.0,51.0,103.0,53.0,47.0
DAMAN AND DIU,DAMAN,495,191173,124659,66514,150348,104316,46032,71079,10006,61073,49249,25844,1316,4543,28433,43171,3163,171537,16087,2618,169,216,244,79,65.0,35.0,53.0,69.0,31.0
DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,496,343709,193760,149949,223230,142521,80709,108783,48221,60562,69558,29101,2013,6017,34467,45973,4136,322857,12922,5113,217,634,1186,293,56.0,44.0,77.0,64.0,36.0
MAHARASHTRA,NANDURBAR,497,1648295,833170,815125,906509,512099,394410,405012,333440,71572,186202,54335,2579,17047,83144,101758,6135,1521618,96182,8467,685,4969,6191,2907,51.0,49.0,98.0,56.0,44.0
MAHARASHTRA,DHULE,498,2050862,1054031,996831,1293916,723388,570528,528790,382777,146013,315332,126138,6065,27139,174524,210557,10912,1825460,187901,3653,1422,13405,12818,912,51.0,49.0,95.0,56.0,44.0
MAHARASHTRA,JALGAON,499,4229917,2197365,2032552,2891882,1629223,1262659,1169788,796223,373565,720791,350029,14297,56775,431221,459652,19560,3457615,560261,7091,3091,143865,27404,9662,52.0,48.0,92.0,56.0,44.0
MAHARASHTRA,BULDHANA,500,2586258,1337560,1248698,1879874,1048892,830982,728192,575405,152787,423036,103898,4767,24877,225282,293299,10034,1845424,354236,3531,1668,364229,12242,522,52.0,48.0,93.0,56.0,44.0
MAHARASHTRA,AKOLA,501,1813906,932334,881572,1411281,758977,652304,504235,308158,196077,314490,107463,6163,24232,176674,195210,9037,1107809,357253,4483,1504,328033,10205,389,51.0,49.0,95.0,54.0,46.0
